path	kind	type	sentence	basis
CHANGELOG.md	unbound	AMBIGUOUS	Now detects the functional truth: a hook entry is wired if it carries the managed flag OR any inner 	'it': 10 candidate antecedents in the preceding 2 sentences: _makoto_managed, entry, hand-wired, hooks_wired
CHANGELOG.md	unbound	AMBIGUOUS	- **`gate.green_claim` ANSI resolver** — vitest/jest colorize their summary (`\x1b[31m2 failed`); th	'their': 2 candidate antecedents in the preceding 2 sentences: ANSI, gate.green_claim
CHANGELOG.md	unbound	AMBIGUOUS	A new materiality test binds the README's stated counts to the live loaders so the doc cannot silent	'its': 9 candidate antecedents in the preceding 2 sentences: README, README's, closecheck.liveness, gate.fabricated_action
CHANGELOG.md	unbound	AMBIGUOUS	- Taxonomy rename: `Pattern`→`PreCheck` (`predicates/`→`prechecks/`), `Gate`→`StopCheck` (`gates/`→`	'its': 11 candidate antecedents in the preceding 2 sentences: CloseCheck, Gate, Pattern, PreCheck
CHANGELOG.md	ungrounded	ASSUMPTION	Versions follow the live check inventory (`load_prechecks` / `load_checks(edge="Stop")`), which the 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **`PostToolUseFailure` is wired**, and `canon.recur` carries a transient budget, so a call that fa	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Every `dispatch_errors` row is now attributed, and `unsourced_webfetch` was narrowed. - Three furthe	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **Meta-BLOCK immunity.** A check whose only possible trigger is tampering with makoto's own audit/	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **`content.illusory_authorship_trailer`/`content.illusory_interruption_claim`'s near-identical sca	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Also closes a case-sensitivity gap in hook-invocation-token matching that could let `uninstall` dele	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- Design-history prose relocated from `makoto/checks/*.py` docstrings to linked ADRs (`docs/adr/`), 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **The `check_disabled` and `destructive_command` canon atoms no longer decide from raw shell subst	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The two explicit recall bounds remain: `mkfs.* -n` is ambiguous across implementations, and `rm --re	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Failure verdicts now cover rspec, mocha, Maven, and PHPUnit forms; positive summaries include Go, Ca	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Together with the command/edit repairs, these are pinned by 40 paired false-positive/true-positive c	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`gate.claimed_running` and `gate.run_promised` remain history-bound because their generic prose name	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The shipping and completion repairs are pinned by 2 paired false-positive/true-positive cases.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The shim now cd-pins to `$CLAUDE_PLUGIN_ROOT` before exec, and an unset/unusable plugin root fails O	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Pinned by `tests/test_dispatch_shim.py`, which runs the shim against a bare venv interpreter so a de	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The demo is rebuilt for real: three scenarios driven through the actual dispatchers (a PreToolUse bl	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **Legacy numeric ids scrubbed from every live surface** (post-epoch-reset sweep): check module doc	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Dated historical notes keep their period ids by design -- they are facts about that date. - **Packag	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The package took its runtime data with it (`makoto/docs/CITATIONS.md`, `makoto/docs/MAKOTO-CONVENTIO	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Dotted module paths (`makoto._dispatch` etc.) are untouched -- existing installs keep working.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **The legacy-id alias table and every dual-form acceptance are gone.** `substrate/_aliases.py`, th	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Operators upgrading across this reset archive (zip) or wipe `$MAKOTO_STATE_DIR` and start a fresh ep	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **Public scope narrowed to the consumed artifact** (owner decision, 2026-07-10): this repo now shi	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Replaces the ignore-list/hand-patch mechanism whose July-8 "sync" silently diverged the repos in bot	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- `data/purpose.toml` (orphaned: claimed coverage-gating by files that do not exist), `docs/THREAT-M	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`data/` and `tools/` directories are gone.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **`stopchecks/` compat shim removed entirely.** `load_stopchecks()` relocated to its real, permane	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`tests/test_stopcheck_self_wired.py` renamed to `test_self_wired_check.py`.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Ported from makoto-dev via `tools/restructure_public.py`, not hand-patched.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Note: this repo's `_dispatch.py` already runs its Stop-finding loop on `load_checks(edge="Stop")` (S	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **One-command marketplace install** via `.claude-plugin/marketplace.json`, mirroring Detent's two-	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`data/patterns.toml` is deleted, dead weight once the loader became the catalog.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The legacy phrase (`makoto ack-block <id>: <reason>`) is honored forever; an id/phrase is never reti	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **The receipt: word, deed, record, receipt.** `receipt.py` + `makoto receipt [--session <id>]`: ev	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	A path with no such evidence never blocks, no matter how many times it evaluates as stripped. - **`e	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	A byte-identical failing Bash retry with no intervening state change is redirected before the redund	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- `event.forbidden_location` now carves out the harness's own plan directory (`~/.claude/plans`), so	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **Internal duplication cleanup, no behavior change.** `record/audit.py`'s `append_row` / `append_e	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`deadPureStatement.py` / `hollowTest.py`'s duplicated scratch-detection + touched-file iteration sca	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The hook-wiring predicate `selfWiredCheck.py` and `install.py` used to hand-mirror is hoisted to `su	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Remaining cross-file clone pairs across `checks/` triaged: each merged into a shared helper or left 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`tests/test_no_alpha_duplicate_functions.py`'s scan set widened from `checks/` + `substrate/` to the	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Check inventory unchanged (18 pre-checks, 8 Stop gates).	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **License is now Apache-2.0** (was MIT): canonical `LICENSE` added; `plugin.json` updated. - **Che	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`closecheck.liveness` is now the `gate.liveness` Stop gate (`stopchecks/stopcheck_liveness.py`; its 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	No behavior change — liveness still blocks live on illusory code; its falsify exemption (the analyze	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	New inventory: **18 pre-checks, 8 Stop gates**.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **Exemption audit (`exemptions.jsonl`)** — the `makoto-allow` escape valve now leaves an on-the-re	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Content-scan factories DETECT first and, when a marker suppresses a CONFIRMED match, the dispatcher 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`MAKOTO_DISABLE_PATTERNS` muting a keyword-hit pattern records a `disabled-pattern` row too — parity	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	New `audit.append_exemption` / `audit.read_exemptions` (shared `_read_jsonl` with `read_rows`); 9 be	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	No new gate: check inventory unchanged (18 pre-checks, 8 Stop gates); a suppressed fire still never 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The functional wiring truth now lives in one shared helper (`_entry_dispatches_to_makoto`) used by b	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Caught live on the first 1.3.0 device update; no gate/inventory change — the live catalog is unchang	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **3-line conventions block + just-in-time delivery** — `makoto install` now writes only the law in	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The flagged-shapes catalog arrives at fire time instead: every block decision's `retry_hint` carries	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Evidence is a direct-pointer read of `<cwd>/.pytest_cache/v/cache/lastfailed` (`lib/pytest_cache.py`	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`check_all` is 10/10 green.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **The I/O purge** — a verdict-ledger pass that cut or absorbed dead I/O across the tree: the resea	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Every cut's design + numbers are preserved no-loss in `docs/MAKOTO-BIBLE.md` (the new master referen	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	The test count went from 1148 to 1092 with the affected tests redistributed, not dropped. - **`iter_	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **`gate.dropped` `_EMPTY_OK` discharge** — the `named_artifact` and `line_range` arms now honor co	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **`makoto status` `hooks_wired`** — the check keyed on the `_makoto_managed` marker (which exists 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	No gate/inventory change — the live catalog is unchanged at 18 pre-checks / 1 close-check / 6 gates.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **`gate.named_test`** — the 6th end-of-turn gate: a named-test pass-claim ("`test_foo` passes") co	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Coreference-pinned (`test_foo` ≠ `test_foobar`); the orthogonal delta to `gate.green_claim`'s whole-	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	FP=0 over the 1441-session corpus; 20 sentinels green.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- **`gate.green_claim` ANSI resolver** — vitest/jest colorize their summary (`\x1b[31m2 failed`); th	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	`is_failing_testrun` now strips ANSI first.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	Proven FP-safe: 0 testrun outputs flip non-failing→failing across the 1441-session corpus.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- README corrected to the live inventory (18 pre-checks, 1 close-check, 6 end-of-turn gates) and now	carries a claim signal (a number, flag, path or symbol) but names no basis for it
CHANGELOG.md	ungrounded	ASSUMPTION	- Taxonomy rename: `Pattern`→`PreCheck` (`predicates/`→`prechecks/`), `Gate`→`StopCheck` (`gates/`→`	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	unbound	AMBIGUOUS	**An integrity hook for Claude Code that watches the agent's _own_ tool calls and blocks the ones th	'it': 7 candidate antecedents in the preceding 2 sentences: Claude, Code, When, agent
README.md	unbound	AMBIGUOUS	**An integrity hook for Claude Code that watches the agent's _own_ tool calls and blocks the ones th	'its': 11 candidate antecedents in the preceding 2 sentences: Claude, Code, When, agent
README.md	unbound	AMBIGUOUS	The dispatcher is replay-tested against authored sessions; its effect on a live session's outcome is	'its': 2 candidate antecedents in the preceding 2 sentences: Shipped, replay-tested
README.md	unbound	CATAPHORIC	It judges the agent against its _own_ utterances and record — never the world's truth.	'it': the only candidate follows the reference rather than preceding it
README.md	unbound	AMBIGUOUS	It holds no facts ("France doesn't exist to it"); it only checks that a claimed word is kept, whole,	'it': 2 candidate antecedents in the preceding 2 sentences: its, world
README.md	unbound	AMBIGUOUS	A word it lets through becomes spendable: trustworthy tender a reviewer or another agent can accept 	'it': 4 candidate antecedents in the preceding 2 sentences: France, its, word, world
README.md	unbound	AMBIGUOUS	Every pre-check and every non-advisory end-of-turn gate blocks; there is no silent "warning" tier fo	'those': plural reference against the singular antecedent 'every'
README.md	unbound	AMBIGUOUS	**Scope & contract discipline** — illusory progress and out-of-contract action (SPEC-5, ported by sh	'its': 12 candidate antecedents in the preceding 2 sentences: A, Assay, B, Plan
README.md	unbound	AMBIGUOUS	The **certification** column uses the following labels, each naming its own denominator:	'its': 2 candidate antecedents in the preceding 2 sentences: labels, naming
README.md	unbound	AMBIGUOUS	- **established** — certified at zero false positives on the named negative sets: the shipped corpus	'it': 5 candidate antecedents in the preceding 2 sentences: below, blocks, corpus, gates
README.md	unbound	AMBIGUOUS	Zero-FP on those sets is the claim; the live-session false-positive rate accumulates from field use 	'it': 9 candidate antecedents in the preceding 2 sentences: below, blocks, claim, corpus
README.md	unbound	AMBIGUOUS	Once a fingerprint's atoms go true they stay true forever, so without a real discharge path a single	'they': 5 candidate antecedents in the preceding 2 sentences: canon.timeout, fingerprint, gate.canon, gate.canon_fingerprints
README.md	unbound	AMBIGUOUS	The only discharge is an **operator-attributed release**, re-derived from the host-written transcrip	'it': 12 candidate antecedents in the preceding 2 sentences: Stop, action, canon.timeout, command
README.md	unbound	AMBIGUOUS	Annotate the line with `makoto-allow: <reason>` (any comment style, case-insensitive). makoto won't 	'it': 2 candidate antecedents in the preceding 2 sentences: line, makoto-allow: <reason>
README.md	unbound	AMBIGUOUS	(An internal design document elaborating this is not shipped in this repository, so it is deliberate	'it': 6 candidate antecedents in the preceding 2 sentences: audit, document, pattern, property
